Field(Oe), Temperature(K), Capacitance(pF), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
0.105, 149.1989,  2.945237    , 31, 391, 1281, 281, 1984
0.105, 149.1677,  2.945236    , 94, 266, 1281, 344, 1985
0.105, 148.9893,  2.945217    , 46, 94, 1266, 234, 1640
0.105, 148.9583,  2.945215    , 31, 391, 1281, 235, 1938
0.105, 148.9260,  2.945206    , 62, 360, 1281, 265, 1968
0.105, 148.7194,  2.945196    , 125, 313, 1281, 219, 1938
0.105, 148.6887,  2.945208    , 31, 390, 1250, 188, 1859
0.105, 148.6573,  2.945204    , 47, 437, 1266, 312, 2062
0.105, 148.4728,  2.945198    , 109, 297, 1266, 219, 1891
0.105, 148.4409,  2.945184    , 46, 407, 1265, 266, 1984
0.105, 148.4084,  2.945181    , 62, 454, 1265, 219, 2000
0.105, 148.2204,  2.945168    , 78, 406, 1266, 203, 1953
0.105, 148.1872,  2.945169    , 31, 422, 1266, 297, 2016
0.105, 148.1555,  2.945176    , 109, 250, 1266, 250, 1875
0.105, 147.9686,  2.945150    , 31, 578, 1266, 250, 2125
0.105, 147.9367,  2.945175    , 62, 344, 1234, 234, 1890
0.105, 147.9051,  2.945151    , 47, 391, 1250, 187, 1875
0.105, 147.7235,  2.945140    , 31, 63, 1266, 187, 1547
0.105, 147.6924,  2.945137    , 47, 422, 1265, 235, 1969
0.105, 147.6605,  2.945134    , 31, 391, 1281, 250, 1953
0.105, 147.4762,  2.945133    , 47, 438, 1281, 219, 1985
0.105, 147.4429,  2.945130    , 62, 359, 1282, 312, 2015
0.105, 147.4115,  2.945141    , 78, 250, 1282, 281, 1906
0.105, 147.2251,  2.945111    , 31, 266, 1265, 188, 1750
0.105, 147.2026,  2.945104    , 31, 78, 1250, 219, 1578
0.105, 147.1693,  2.945116    , 31, 422, 1266, 234, 1953
0.105, 146.9899,  2.945101    , 47, 110, 1250, 187, 1594
0.105, 146.9595,  2.945084    , 47, 438, 1281, 219, 1985
0.105, 146.9248,  2.945104    , 31, 390, 1235, 219, 1890
0.105, 146.7240,  2.945080    , 125, 109, 1234, 282, 1750
0.105, 146.6915,  2.945081    , 31, 375, 1266, 250, 1922
0.105, 146.6581,  2.945059    , 62, 469, 1281, 203, 2015
0.105, 146.4717,  2.945064    , 125, 297, 1265, 235, 1922
0.105, 146.4388,  2.945072    , 31, 391, 1265, 266, 1953
0.105, 146.4083,  2.945070    , 94, 296, 1266, 313, 1969
0.105, 146.2243,  2.945049    , 31, 266, 1250, 203, 1750
0.105, 146.1908,  2.945068    , 47, 547, 1265, 204, 2063
0.105, 146.1589,  2.945044    , 46, 407, 1281, 234, 1968
0.105, 145.9721,  2.945040    , 31, 94, 1266, 250, 1641
0.105, 145.9409,  2.945058    , 47, 359, 1250, 250, 1906
0.105, 145.9092,  2.945052    , 63, 359, 1266, 265, 1953
0.105, 145.7287,  2.945026    , 78, 422, 1265, 188, 1953
0.105, 145.6972,  2.945030    , 47, 437, 1235, 266, 2000
0.105, 145.6649,  2.945028    , 78, 328, 1235, 297, 1953
0.105, 145.4760,  2.945016    , 62, 438, 1265, 188, 1953
0.105, 145.4441,  2.945010    , 31, 438, 1265, 235, 1969
0.105, 145.4124,  2.945018    , 46, 375, 1250, 204, 1875
0.105, 145.2282,  2.945014    , 32, 515, 1250, 250, 2047
0.105, 145.1949,  2.945008    , 32, 390, 1266, 187, 1875
0.105, 145.1617,  2.945001    , 47, 422, 1344, 265, 2078
0.105, 144.9772,  2.944990    , 62, 469, 1266, 296, 2093
0.105, 144.9448,  2.944997    , 32, 343, 1250, 235, 1860
0.105, 144.9122,  2.944996    , 31, 391, 1281, 187, 1906
0.105, 144.7222,  2.944972    , 31, 531, 1281, 172, 2015
0.105, 144.6908,  2.944975    , 32, 437, 1281, 219, 1969
0.105, 144.4906,  2.944955    , 78, 94, -58719, 234, -58313
0.105, 144.4575,  2.944949    , 47, 485, 1265, 219, 2016
0.105, 144.4226,  2.944954    , 31, 516, 1265, 188, 2000
0.105, 144.2236,  2.944955    , 32, 171, 1235, 219, 1672
0.105, 144.1908,  2.944940    , 47, 422, 1266, 250, 1985
0.105, 144.1607,  2.944927    , 46, 360, 1250, 219, 1875
0.105, 143.9819,  2.944922    , 31, 172, 1235, 250, 1703
0.105, 143.9463,  2.944921    , 32, 406, 1234, 234, 1922
0.105, 143.9098,  2.944908    , 31, 516, 1250, 266, 2063
0.105, 143.7265,  2.944906    , 31, 313, 1234, 219, 1797
0.105, 143.6966,  2.944902    , 31, 437, 1250, 235, 1953
0.105, 143.6636,  2.944901    , 47, 390, 1235, 218, 1890
0.105, 143.4775,  2.944891    , 46, 469, 1266, 187, 1968
0.105, 143.4451,  2.944881    , 47, 422, 1250, 203, 1922
0.105, 143.4114,  2.944896    , 47, 438, 1265, 219, 1969
0.105, 143.2267,  2.944887    , 47, 359, 1250, 172, 1828
0.105, 143.1957,  2.944863    , 32, 484, 1266, 218, 2000
0.105, 143.1613,  2.944883    , 47, 391, 1234, 250, 1938
0.105, 142.9749,  2.944853    , 78, 625, 1266, 234, 2203
0.105, 142.9409,  2.944860    , 31, 282, 1250, 250, 1813
0.105, 142.9095,  2.944846    , 62, 375, 1250, 297, 1984
0.105, 142.7248,  2.944856    , 94, 422, 1234, 187, 1953
0.105, 142.6915,  2.944851    , 32, 453, 1344, 218, 2047
0.105, 142.6601,  2.944841    , 32, 468, 1266, 281, 2047
0.105, 142.4751,  2.944829    , 78, 250, 1235, 218, 1781
0.105, 142.4416,  2.944831    , 32, 437, 1234, 219, 1938
0.105, 142.4086,  2.944824    , 31, 422, 1250, 172, 1875
0.105, 142.2213,  2.944812    , 172, 546, 1235, 266, 2234
0.105, 142.1899,  2.944817    , 47, 359, 1250, 235, 1891
0.105, 142.1571,  2.944815    , 47, 390, 1250, 188, 1875
