Field(Oe), Temperature(K), Capacitance(pF), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
0.105, 228.2803,  2.95215     , 78, 406, 1281, 203, 1968
0.105, 228.5235,  2.95217     , 31, 422, 1281, 219, 1953
0.105, 228.7582,  2.95218     , 31, 172, 1282, 234, 1719
0.105, 229.0236,  2.952194    , 62, 422, 1281, 250, 2015
0.105, 229.2654,  2.952213    , 47, 422, 1281, 250, 2000
0.105, 229.5275,  2.952221    , 47, 406, 1282, 250, 1985
0.105, 229.7726,  2.952253    , 47, 485, 1281, 219, 2032
0.105, 230.0310,  2.952268    , 31, 344, 1281, 203, 1859
0.105, 230.2761,  2.952269    , 31, 422, 1281, 187, 1921
0.105, 230.5191,  2.952286    , 47, 515, 1282, 203, 2062
0.105, 230.7797,  2.952298    , 94, 375, 1281, 219, 1969
0.105, 231.0214,  2.952312    , 47, 250, 1281, 203, 1781
0.105, 231.2772,  2.952317    , 31, 281, 1282, 218, 1812
0.105, 231.5133,  2.952337    , 31, 110, 1281, 250, 1672
0.105, 231.7745,  2.952350    , 78, 250, 1281, 281, 1890
0.105, 232.0162,  2.952373    , 31, 360, 1281, 203, 1875
0.105, 232.2748,  2.952387    , 31, 172, 1282, 218, 1703
0.105, 232.5100,  2.952400    , 31, 78, 1281, 219, 1609
0.105, 232.7727,  2.952410    , 47, 484, 1281, 235, 2047
0.105, 233.0108,  2.952425    , 31, 156, 1281, 282, 1750
0.105, 233.2726,  2.952432    , 32, 515, 1282, 188, 2032
0.105, 233.5179,  2.952445    , 47, 360, 1281, 281, 1969
0.105, 233.7773,  2.952458    , 125, 297, 1281, 234, 1937
0.105, 234.0222,  2.952482    , 47, 500, 1281, 266, 2094
0.105, 234.2619,  2.952496    , 32, 156, 1281, 203, 1672
0.105, 234.5190,  2.952501    , 32, 250, 1281, 219, 1782
0.105, 234.7608,  2.952523    , 31, 219, 1281, 203, 1734
0.105, 235.0217,  2.952531    , 32, 312, 1281, 188, 1813
0.105, 235.2594,  2.952550    , 157, 62, 1281, 297, 1797
0.105, 235.5273,  2.952552    , 31, 328, 1281, 250, 1890
0.105, 235.7620,  2.952575    , 31, 172, 1281, 203, 1687
0.105, 236.0236,  2.952577    , 32, 484, 1281, 203, 2000
0.105, 236.2710,  2.952590    , 32, 359, 1281, 235, 1907
0.105, 236.5284,  2.952610    , 31, 437, 1282, 172, 1922
0.105, 236.7753,  2.952599    , 32, 421, 1282, 203, 1938
0.105, 237.0144,  2.952616    , 31, 78, 1281, 219, 1625
0.105, 237.2756,  2.952628    , 47, 250, 1281, 234, 1812
0.105, 237.5192,  2.952648    , 47, 297, 1281, 187, 1812
0.105, 237.7786,  2.952650    , 62, 313, 1281, 172, 1828
0.105, 238.0201,  2.952650    , 31, 282, 1281, 281, 1875
0.105, 238.2631,  2.952645    , 31, 157, 1281, 203, 1672
0.105, 238.5208,  2.952667    , 31, 265, 1282, 234, 1812
0.105, 238.7652,  2.952668    , 47, 469, 1281, 234, 2031
0.105, 239.0256,  2.952690    , 31, 266, 1281, 344, 1922
0.105, 239.2708,  2.952684    , 31, 422, 1281, 219, 1953
0.105, 239.5124,  2.952688    , 62, 172, 1281, 219, 1734
0.105, 239.7706,  2.952698    , 47, 266, 1281, 203, 1797
0.105, 240.0086,  2.952697    , 32, 203, 1281, 203, 1719
0.105, 240.2694,  2.952689    , 47, 296, 1282, 203, 1828
0.105, 240.5110,  2.952685    , 46, 250, 1282, 218, 1796
0.105, 240.7737,  2.952700    , 219, 203, 1281, 266, 1969
0.105, 241.0328,  2.952687    , 31, 203, 1281, 235, 1750
0.105, 241.2797,  2.952695    , 47, 453, 1281, 219, 2000
0.105, 241.5314,  2.952690    , 32, 281, 1281, 172, 1766
0.105, 241.7609,  2.952678    , 47, 422, 1281, 219, 1969
0.105, 242.0202,  2.952670    , 47, 297, 1281, 234, 1859
0.105, 242.2695,  2.952673    , 109, 469, 1281, 172, 2031
0.105, 242.5241,  2.952658    , 31, 437, 1282, 218, 1968
0.105, 242.7685,  2.952645    , 32, 500, 1281, 219, 2032
0.105, 243.0086,  2.952644    , 31, 156, 1282, 218, 1687
0.105, 243.2769,  2.952619    , 32, 62, 1281, 250, 1625
0.105, 243.5080,  2.952605    , 31, 297, 1281, 282, 1891
0.105, 243.7629,  2.952569    , 63, 265, 1281, 204, 1813
0.105, 244.0247,  2.952549    , 31, 422, 1281, 219, 1953
0.105, 244.2673,  2.952519    , 47, 250, 1282, 218, 1797
0.105, 244.5167,  2.952456    , 31, 125, 1281, 203, 1640
0.105, 244.7751,  2.952400    , 32, 156, 1281, 203, 1672
0.105, 245.0132,  2.952326    , 31, 62, 1282, 203, 1578
0.105, 245.2670,  2.952269    , 31, 203, 1281, 235, 1750
0.105, 245.5344,  2.952200    , 78, 516, 1281, 219, 2094
0.105, 245.7726,  2.952151    , 32, 265, 1282, 266, 1860
0.105, 246.0173,  2.952122    , 31, 453, 1282, 203, 1969
0.105, 246.2616,  2.952116    , 31, 297, 1282, 281, 1891
0.105, 246.5131,  2.952110    , 31, 219, 1281, 219, 1750
0.105, 246.7768,  2.952112    , 31, 547, 1281, 204, 2063
0.105, 247.0231,  2.952106    , 31, 500, 1281, 188, 2000
0.105, 247.2810,  2.952108    , 31, 188, 1281, 219, 1719
0.105, 247.5193,  2.952100    , 31, 328, 1281, 219, 1859
0.105, 247.7605,  2.952067    , 31, 172, 1281, 266, 1750
0.105, 248.0209,  2.952048    , 47, 485, 1281, 203, 2016
0.105, 248.2674,  2.952037    , 32, 515, 1281, 204, 2032
0.105, 248.5252,  2.952024    , 47, 297, 1281, 188, 1813
0.105, 248.7651,  2.952021    , 32, 297, 1281, 219, 1829
0.105, 249.0271,  2.951999    , 31, 297, 1282, 281, 1891
0.105, 249.2772,  2.952000    , 31, 391, 1281, 219, 1922
0.105, 249.5363,  2.951976    , 31, 422, 1282, 203, 1938
0.105, 249.7745,  2.951976    , 47, 484, 1281, 203, 2015
0.105, 250.0307,  2.951965    , 31, 391, 1281, 187, 1890
0.105, 250.2770,  2.951959    , 32, 406, 1375, 297, 2110
0.105, 250.5141,  2.951958    , 31, 141, 1281, 281, 1734
0.105, 250.7762,  2.951949    , 46, 297, 1282, 234, 1859
0.105, 251.0181,  2.951933    , 31, 391, 1281, 203, 1906
0.105, 251.2697,  2.951926    , 47, 125, 1281, 219, 1672
0.105, 251.5148,  2.951942    , 31, 219, 1281, 219, 1750
0.105, 251.7698,  2.951933    , 31, 78, 1281, 219, 1609
0.105, 252.0077,  2.951904    , 31, 281, 1281, 204, 1797
0.105, 252.2655,  2.951924    , 109, 422, 1281, 235, 2047
0.105, 252.5144,  2.951909    , 31, 219, 1281, 187, 1718
0.105, 252.7740,  2.951912    , 47, 359, 1282, 218, 1906
0.105, 253.0167,  2.951896    , 47, 187, 1281, 235, 1750
0.105, 253.2929,  2.951897    , 47, 437, 1281, 188, 1953
0.105, 253.5152,  2.951894    , 31, 172, 1281, 266, 1750
0.105, 253.7743,  2.951889    , 46, 422, 1282, 218, 1968
0.105, 254.0316,  2.95189     , 47, 265, 1282, 203, 1797
0.105, 254.2746,  2.951861    , 32, 281, 1281, 281, 1875
0.105, 254.5194,  2.951862    , 31, 532, 1281, 203, 2047
0.105, 254.7686,  2.951868    , 31, 94, 1281, 235, 1641
0.105, 255.0347,  2.951858    , 63, 578, 1281, 219, 2141
0.105, 255.2581,  2.951859    , 62, 203, 1281, 297, 1843
0.105, 255.5143,  2.951845    , 31, 125, 1281, 204, 1641
0.105, 255.7684,  2.951837    , 47, 125, 1281, 234, 1687
0.105, 256.0253,  2.951841    , 47, 219, 1281, 235, 1782
0.105, 256.2679,  2.951825    , 47, 375, 1281, 266, 1969
0.105, 256.5150,  2.951815    , 47, 516, 1281, 281, 2125
0.105, 256.7770,  2.951806    , 47, 297, 1281, 219, 1844
0.105, 257.0142,  2.95179     , 31, 360, 1281, 219, 1891
0.105, 257.2802,  2.951806    , 31, 516, 1281, 172, 2000
0.105, 257.5216,  2.951795    , 47, 453, 1281, 188, 1969
0.105, 257.7588,  2.951798    , 47, 63, 1281, 250, 1641
0.105, 258.0160,  2.951802    , 31, 94, 1281, 266, 1672
0.105, 258.2757,  2.951777    , 93, 375, 1282, 172, 1922
0.105, 258.5184,  2.951776    , 62, 422, 1282, 187, 1953
0.105, 258.7816,  2.951775    , 31, 391, 1281, 219, 1922
0.105, 259.0196,  2.951746    , 31, 78, 1281, 219, 1609
0.105, 259.2733,  2.951743    , 94, 328, 1281, 203, 1906
0.105, 259.5204,  2.951741    , 31, 329, 1281, 219, 1860
0.105, 259.7863,  2.951723    , 32, 250, 1281, 234, 1797
0.105, 260.0114,  2.951717    , 31, 109, 1282, 234, 1656
0.105, 260.2705,  2.951717    , 32, 156, 1281, 234, 1703
0.105, 260.5187,  2.951717    , 32, 343, 1282, 218, 1875
0.105, 260.7686,  2.951692    , 47, 109, 1282, 234, 1672
0.105, 261.0251,  2.951690    , 31, 312, 1282, 187, 1812
0.105, 261.2777,  2.951688    , 47, 344, 1281, 234, 1906
0.105, 261.5205,  2.951678    , 47, 531, 1281, 219, 2078
0.105, 261.7814,  2.951697    , 78, 360, 1281, 219, 1938
0.105, 262.0185,  2.951663    , 47, 250, 1281, 219, 1797
0.105, 262.2736,  2.951655    , 31, 297, 1282, 234, 1844
0.105, 262.5251,  2.951646    , 47, 235, 1281, 281, 1844
0.105, 262.7621,  2.951627    , 32, 156, 1281, 250, 1719
0.105, 263.0163,  2.951600    , 31, 94, 1281, 250, 1656
0.105, 263.2740,  2.951619    , 79, 265, 1281, 235, 1860
0.105, 263.5149,  2.951600    , 32, 171, 1282, 297, 1782
0.105, 263.7723,  2.951615    , 62, 110, 1281, 219, 1672
0.105, 264.0117,  2.951601    , 47, 187, 1281, 297, 1812
0.105, 264.2738,  2.951597    , 47, 390, 1282, 187, 1906
0.105, 264.5138,  2.951574    , 31, 219, 1281, 312, 1843
0.105, 264.7715,  2.951571    , 47, 78, 1281, 281, 1687
0.105, 265.0154,  2.951558    , 47, 281, 1282, 250, 1860
0.105, 265.2758,  2.951566    , 62, 360, 1281, 312, 2015
0.105, 265.5253,  2.951550    , 32, 531, 1281, 172, 2016
0.105, 265.7586,  2.951540    , 47, 109, 1281, 235, 1672
0.105, 266.0350,  2.951519    , 47, 391, 1281, 172, 1891
0.105, 266.2700,  2.951518    , 31, 234, 1282, 250, 1797
0.105, 266.5104,  2.951515    , 31, 187, 1282, 203, 1703
0.105, 266.7710,  2.951495    , 31, 516, 1281, 235, 2063
0.105, 267.0139,  2.951502    , 32, 343, 1282, 203, 1860
0.105, 267.2660,  2.951489    , 31, 344, 1281, 187, 1843
0.105, 267.5202,  2.951462    , 31, 516, 1281, 235, 2063
0.105, 267.7652,  2.951462    , 110, 312, 1281, 204, 1907
0.105, 268.0118,  2.951455    , 31, 312, 1282, 297, 1922
0.105, 268.2836,  2.951457    , 31, 516, 1281, 219, 2047
0.105, 268.5242,  2.951424    , 31, 94, 1281, 219, 1625
0.105, 268.7694,  2.951422    , 31, 500, 1094, 188, 1813
0.105, 269.0258,  2.951411    , 47, 437, 1329, 234, 2047
0.105, 269.2649,  2.951405    , 47, 188, 1093, 188, 1516
0.105, 269.5253,  2.951390    , 47, 313, 1140, 188, 1688
0.105, 269.7628,  2.951379    , 78, 250, 1328, 250, 1906
0.105, 270.0247,  2.951375    , 110, 187, 1094, 188, 1579
0.105, 270.2794,  2.951354    , 31, 344, 1140, 203, 1718
0.105, 270.5194,  2.951346    , 31, 235, 1187, 266, 1719
0.105, 270.7618,  2.951338    , 31, 219, 1140, 297, 1687
0.105, 271.0266,  2.951323    , 32, 547, 1109, 172, 1860
0.105, 271.2767,  2.951306    , 78, 281, 1109, 219, 1687
0.105, 271.5101,  2.951301    , 47, 125, 1093, 235, 1500
0.105, 271.7638,  2.951295    , 31, 281, 1094, 203, 1609
0.105, 272.0197,  2.951281    , 62, 203, 1329, 265, 1859
0.105, 272.2779,  2.951263    , 31, 297, 1281, 204, 1813
0.105, 272.5217,  2.951250    , 32, 46, 1235, 203, 1516
0.105, 272.7611,  2.951240    , 31, 172, 1328, 235, 1766
0.105, 273.0210,  2.951228    , 94, 281, 1281, 203, 1859
0.105, 273.2693,  2.951205    , 31, 125, 1282, 234, 1672
0.105, 273.5268,  2.951196    , 47, 187, 1235, 250, 1719
0.105, 273.7675,  2.951184    , 47, 297, 1281, 219, 1844
0.105, 274.0197,  2.951168    , 47, 62, 1282, 203, 1594
0.105, 274.2696,  2.951163    , 47, 484, 1281, 203, 2031
0.105, 274.5251,  2.951135    , 31, 297, 1281, 281, 1890
0.105, 274.7698,  2.951126    , 47, 437, 1297, 250, 2031
0.105, 275.0233,  2.951114    , 31, 78, 1281, 313, 1703
0.105, 275.2740,  2.951101    , 32, 78, 1281, 281, 1672
0.105, 275.5259,  2.951091    , 78, 407, 1281, 219, 1985
0.105, 275.7640,  2.951068    , 47, 188, 1281, 297, 1813
0.105, 276.0276,  2.951055    , 31, 516, 1281, 219, 2047
0.105, 276.2742,  2.951037    , 47, 422, 1281, 187, 1937
0.105, 276.5109,  2.951026    , 31, 297, 1281, 203, 1812
0.105, 276.7700,  2.951016    , 31, 219, 1281, 219, 1750
0.105, 277.0085,  2.950993    , 63, 281, 1281, 234, 1859
0.105, 277.2690,  2.950981    , 31, 391, 1281, 172, 1875
0.105, 277.5242,  2.950967    , 31, 63, 1281, 235, 1610
0.105, 277.7836,  2.950953    , 47, 391, 1281, 219, 1938
0.105, 278.0301,  2.950950    , 32, 515, 1282, 218, 2047
0.105, 278.2766,  2.950941    , 31, 453, 1281, 203, 1968
0.105, 278.5158,  2.950908    , 47, 62, 1281, 282, 1672
0.105, 278.7818,  2.950894    , 31, 328, 1281, 219, 1859
0.105, 279.0298,  2.950880    , 47, 422, 1281, 187, 1937
0.105, 279.2722,  2.950864    , 32, 281, 1281, 281, 1875
0.105, 279.5197,  2.950848    , 32, 437, 1281, 282, 2032
0.105, 279.7753,  2.950836    , 63, 172, 1281, 329, 1860
0.105, 280.0124,  2.950818    , 31, 125, 1282, 203, 1641
0.105, 280.2654,  2.950790    , 31, 235, 1281, 281, 1828
0.105, 280.5182,  2.950783    , 46, 391, 1281, 219, 1937
0.105, 280.7765,  2.950770    , 63, 343, 1282, 203, 1891
0.105, 281.0089,  2.950753    , 63, 62, 1282, 234, 1641
0.105, 281.2681,  2.950747    , 31, 235, 1281, 219, 1766
0.105, 281.5277,  2.950719    , 47, 312, 1281, 219, 1859
0.105, 281.7725,  2.950724    , 47, 406, 1282, 218, 1953
0.105, 282.0300,  2.950688    , 63, 234, 1281, 313, 1891
0.105, 282.2771,  2.950675    , 31, 438, 1281, 234, 1984
0.105, 282.5176,  2.950662    , 110, 421, 1282, 203, 2016
0.105, 282.7779,  2.950652    , 62, 328, 1281, 219, 1890
0.105, 283.0174,  2.950636    , 47, 250, 1281, 188, 1766
0.105, 283.2589,  2.950601    , 46, 172, 1282, 218, 1718
0.105, 283.5205,  2.950601    , 31, 422, 1282, 281, 2016
0.105, 283.7826,  2.950573    , 31, 297, 1281, 203, 1812
0.105, 284.0172,  2.950563    , 31, 110, 1281, 250, 1672
0.105, 284.2667,  2.950549    , 46, 469, 1266, 297, 2078
0.105, 284.5237,  2.950517    , 31, 156, 1281, 219, 1687
0.105, 284.7714,  2.950496    , 31, 422, 1281, 250, 1984
0.105, 285.0111,  2.950516    , 47, 125, 1281, 203, 1656
0.105, 285.2664,  2.950484    , 32, 281, 1281, 188, 1782
0.105, 285.5269,  2.950457    , 31, 281, 1282, 218, 1812
0.105, 285.7673,  2.950453    , 31, 219, 1281, 204, 1735
0.105, 286.0206,  2.950422    , 31, 282, 1281, 234, 1828
0.105, 286.2806,  2.950395    , 31, 297, 1281, 235, 1844
0.105, 286.5175,  2.95037     , 31, 94, 1281, 250, 1656
0.105, 286.7807,  2.950374    , 62, 329, 1281, 187, 1859
0.105, 287.0170,  2.950371    , 47, 62, 1282, 312, 1703
0.105, 287.2647,  2.950317    , 31, 328, 1282, 218, 1859
0.105, 287.5292,  2.950311    , 46, 500, 1282, 234, 2062
0.105, 287.7728,  2.950289    , 47, 469, 1265, 188, 1969
0.105, 288.0319,  2.950271    , 47, 188, 1281, 172, 1688
0.105, 288.2753,  2.950251    , 62, 313, 1265, 250, 1890
0.105, 288.5162,  2.950235    , 31, 187, 1266, 234, 1718
0.105, 288.7719,  2.950211    , 46, 250, 1266, 313, 1875
0.105, 289.0168,  2.950199    , 32, 218, 1266, 250, 1766
0.105, 289.2564,  2.950181    , 32, 187, 1250, 235, 1704
0.105, 289.5196,  2.950162    , 31, 281, 1266, 219, 1797
0.105, 289.7794,  2.950136    , 47, 312, 1235, 328, 1922
0.105, 290.0225,  2.950116    , 32, 468, 1266, 203, 1969
0.105, 290.2641,  2.950090    , 31, 328, 1266, 234, 1859
0.105, 290.5239,  2.950077    , 31, 406, 1282, 250, 1969
0.105, 290.7643,  2.950055    , 31, 156, 1235, 265, 1687
0.105, 291.0216,  2.950036    , 63, 359, 1235, 234, 1891
0.105, 291.2628,  2.950027    , 31, 281, 1266, 218, 1796
0.105, 291.5154,  2.949997    , 31, 78, 1234, 313, 1672
0.105, 291.7673,  2.949987    , 79, 343, 1266, 203, 1891
0.105, 292.0206,  2.949938    , 31, 156, 1282, 218, 1687
0.105, 292.2834,  2.949934    , 62, 297, 1266, 297, 1922
0.105, 292.5174,  2.949904    , 31, 156, 1281, 250, 1718
0.105, 292.7833,  2.949888    , 47, 313, 1281, 219, 1860
0.105, 293.0338,  2.949870    , 47, 234, 1281, 188, 1750
0.105, 293.2867,  2.949834    , 156, 250, 1281, 219, 1906
0.105, 293.5205,  2.949819    , 32, 62, 1281, 219, 1594
0.105, 293.7645,  2.949790    , 31, 469, 1281, 188, 1969
0.105, 294.0204,  2.949767    , 47, 390, 1282, 218, 1937
0.105, 294.2771,  2.949748    , 31, 282, 1281, 281, 1875
0.105, 294.5247,  2.949709    , 31, 438, 1281, 219, 1969
0.105, 294.7597,  2.949694    , 31, 47, 1281, 250, 1609
0.105, 295.0106,  2.949676    , 47, 78, 1281, 219, 1625
0.105, 295.2745,  2.949643    , 31, 188, 1281, 187, 1687
0.105, 295.5166,  2.949604    , 32, 515, 1281, 219, 2047
0.105, 295.7785,  2.949579    , 47, 250, 1281, 265, 1843
0.105, 296.0171,  2.949555    , 47, 422, 1281, 282, 2032
0.105, 296.2618,  2.94951     , 46, 235, 1281, 297, 1859
0.105, 296.5163,  2.949487    , 79, 250, 1281, 250, 1860
0.105, 296.7577,  2.949467    , 31, 250, 1281, 219, 1781
0.105, 297.0070,  2.94943     , 62, 282, 1281, 219, 1844
0.105, 297.2641,  2.949396    , 32, 281, 1281, 234, 1828
0.105, 297.5189,  2.949388    , 47, 63, 1281, 312, 1703
0.105, 297.7802,  2.949367    , 63, 469, 1281, 219, 2032
0.105, 298.0142,  2.949330    , 31, 63, 1281, 219, 1594
0.105, 298.2733,  2.949308    , 47, 360, 1281, 219, 1907
0.105, 298.5167,  2.949288    , 32, 390, 1282, 281, 1985
0.105, 298.7774,  2.949265    , 32, 359, 1281, 250, 1922
0.105, 299.0238,  2.949268    , 31, 172, 1282, 203, 1688
0.105, 299.2587,  2.949229    , 31, 266, 1281, 219, 1797
0.105, 299.5274,  2.949207    , 31, 297, 1281, 266, 1875
0.105, 299.7740,  2.949213    , 31, 391, 1281, 281, 1984
0.105, 300.0186,  2.949161    , 31, 515, 1282, 234, 2062
