Field(Oe), Temperature(K), Resisitivity(Ohm), Capacitance(pF), Loss(nS), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
8933.644, 279.9983, 57.8898697,  4.24130     ,  0.00088     , 31, 63, 1281, 281, 1656
8593.143, 279.9987, 57.8892059,  4.24133     ,  0.00098     , 32, 172, 1281, 281, 1766
8111.692, 279.9976, 57.8894348,  4.24133     ,  0.00090     , 31, 94, 1265, 313, 1703
6613.072, 279.9988, 57.8901138,  4.24135     ,  0.00096     , 31, 62, 1282, 296, 1671
6130.179, 280.0014, 57.8901138,  4.24135     ,  0.00078     , 47, 62, 1266, 343, 1718
5624.245, 280.0005, 57.8909035,  4.24138     ,  0.00096     , 31, 375, 1281, 266, 1969
5087.972, 279.9960, 57.8894348,  4.24137     ,  0.00093     , 31, 407, 1281, 281, 2000
4700.139, 280.0000, 57.8892059,  4.24136     ,  0.00081     , 78, 203, 1407, 328, 2016
4192.017, 279.9996, 57.8909035,  4.24139     ,  0.00075     , 46, 250, -58718, 203, -58219
3652.835, 279.9981, 57.8893204,  4.24138     ,  0.00098     , 31, 79, 1265, 313, 1688
3307.616, 279.9987, 57.8917007,  4.24140     ,  0.00096     , 94, 109, 1250, 250, 1703
2818.480, 280.0008, 57.8910179,  4.24143     ,  0.00083     , 31, 359, 1250, 282, 1922
2274.805, 280.0004, 57.8910179,  4.24143     ,  0.00079     , 32, 78, 1234, 265, 1625
1758.632, 279.9990, 57.8917007,  4.24146     ,  0.00092     , 79, 390, 1250, 235, 1954
1385.027, 279.9987, 57.8909035,  4.24144     ,  0.00082     , 32, 203, 1265, 282, 1782
855.522, 279.9986, 57.8926773,  4.24147     ,  0.00085     , 46, 79, 1250, 234, 1609
353.470, 279.9948, 57.8934708,  4.24148     ,  0.00075     , 109, 188, 1265, 266, 1828
0.028, 279.9985, 57.8914337,  4.24149     ,  0.00094     , 63, 406, 1235, 250, 1969
39.622, 285.0007, 57.1821518,  4.24421     ,  0.00077     , 47, 250, 1281, 282, 1860
681.798, 284.9995, 57.1835098,  4.24418     ,  0.00091     , 32, 343, 1282, 203, 1860
1476.546, 285.0012, 57.1888771,  4.24417     ,  0.00088     , 31, 94, 1328, 344, 1797
2072.466, 285.0011, 57.1879692,  4.24418     ,  0.00083     , 31, 313, 1281, 281, 1906
2522.588, 285.0008, 57.1876297,  4.24418     ,  0.00079     , 47, 125, 1282, 250, 1704
2912.451, 285.0008, 57.1876297,  4.24417     ,  0.00093     , 78, 109, 1282, 281, 1750
3461.801, 285.0013, 57.1871758,  4.24418     ,  0.00092     , 78, 125, 1266, 297, 1766
3993.087, 285.0022, 57.1885338,  4.24414     ,  0.00076     , 31, 422, 1266, 344, 2063
4400.440, 285.0010, 57.1885338,  4.24414     ,  0.00063     , 109, 78, 1281, 282, 1750
4909.675, 285.0016, 57.1893311,  4.24412     ,  0.00076     , 31, 422, 1282, 218, 1953
5433.932, 285.0003, 57.1883087,  4.24414     ,  0.00082     , 31, 78, 1281, 219, 1609
5777.034, 285.0010, 57.1870613,  4.24413     ,  0.00076     , 62, 125, 1266, 265, 1718
6250.725, 285.0020, 57.1878548,  4.24412     ,  0.00088     , 32, 78, 1281, 219, 1610
6744.188, 285.0016, 57.1893311,  4.24413     ,  0.00090     , 31, 422, 1281, 313, 2047
7281.365, 285.0016, 57.1875153,  4.24411     ,  0.00076     , 63, 343, 1282, 188, 1891
7780.908, 285.0014, 57.1872902,  4.24412     ,  0.00083     , 63, 109, 1281, 297, 1750
8274.938, 285.0043, 57.1885338,  4.24413     ,  0.00081     , 62, 172, 1281, 328, 1843
8768.397, 285.0056, 57.1865540,  4.24410     ,  0.00088     , 31, 172, 1281, 282, 1766
9239.807, 285.0005, 57.1854210,  4.24409     ,  0.00091     , 32, 78, 1281, 313, 1704
9732.508, 284.9995, 57.1866684,  4.24408     ,  0.00091     , 31, 78, 1281, 297, 1687
10204.868, 285.0020, 57.1874619,  4.24410     ,  0.00092     , 32, 78, 1281, 281, 1672
10684.452, 284.9979, 57.1864433,  4.24410     ,  0.00076     , 31, 219, 1281, 234, 1765
11177.719, 284.9992, 57.1873474,  4.24408     ,  0.00079     , 78, 79, 1281, 265, 1703
11535.079, 285.0015, 57.1847420,  4.24406     ,  0.00079     , 109, 63, 1281, 281, 1734
12007.059, 285.0004, 57.1865540,  4.24405     ,  0.00078     , 31, 407, -58719, 328, -57953
12529.603, 285.0011, 57.1866684,  4.24406     ,  0.00078     , 47, 78, 1282, 265, 1672
13991.932, 285.0039, 57.1858749,  4.24402     ,  0.00086     , 47, 219, 1265, 313, 1844
14487.481, 285.0028, 57.1864433,  4.24405     ,  0.00082     , 47, 63, 1281, 359, 1750
14988.923, 285.0031, 57.1862144,  4.24404     ,  0.00096     , 47, 344, 1281, 235, 1907
15368.330, 285.0033, 57.1867828,  4.24403     ,  0.00074     , 62, 157, 1281, 281, 1781
15840.124, 285.0071, 57.1865540,  4.24403     ,  0.00083     , 31, 266, 1281, 234, 1812
16364.187, 285.0032, 57.1848564,  4.24401     ,  0.00071     , 31, 79, 1265, 266, 1641
16859.355, 285.0028, 57.1867828,  4.24403     ,  0.00086     , 78, 359, 1281, 297, 2015
17354.336, 285.0005, 57.1870079,  4.24399     ,  0.00074     , 31, 63, 1281, 297, 1672
17847.986, 284.9997, 57.1862144,  4.24398     ,  0.00088     , 31, 219, 1281, 281, 1812
18323.008, 285.0005, 57.1854210,  4.24400     ,  0.00082     , 32, 93, 1282, 312, 1719
19677.928, 285.0008, 57.1861000,  4.24398     ,  0.00077     , 47, 281, 1266, 297, 1891
20179.750, 285.0022, 57.1846313,  4.24395     ,  0.00096     , 31, 407, 1265, 328, 2031
20696.592, 285.0001, 57.1865540,  4.24394     ,  0.00079     , 32, 406, 1265, 235, 1938
21213.430, 285.0045, 57.1851959,  4.24396     ,  0.00082     , 94, 110, 1281, 297, 1782
21709.359, 285.0028, 57.1854210,  4.24392     ,  0.00084     , 62, 391, 1266, 250, 1969
22095.611, 285.0041, 57.1853104,  4.24394     ,  0.00084     , 94, 125, 1281, 312, 1812
22591.160, 285.0028, 57.1841774,  4.24393     ,  0.00086     , 32, 406, 1250, 281, 1969
23095.834, 284.9952, 57.1859894,  4.24390     ,  0.00081     , 62, 235, 1250, 234, 1781
23590.055, 284.9989, 57.1880188,  4.24390     ,  0.00090     , 47, 235, 1265, 235, 1782
24086.742, 285.0013, 57.1884727,  4.24390     ,  0.00090     , 31, 156, 1282, 218, 1687
25419.041, 285.0049, 57.1884727,  4.24389     ,  0.00076     , 63, 125, 1281, 219, 1688
25894.252, 285.0042, 57.1864357,  4.24388     ,  0.00065     , 63, 125, 1265, 328, 1781
26389.988, 285.0036, 57.1868858,  4.24387     ,  0.00083     , 31, 63, 1265, 297, 1656
26862.539, 285.0040, 57.1880188,  4.24387     ,  0.00080     , 31, 94, 1281, 250, 1656
27358.088, 285.0036, 57.1874542,  4.24383     ,  0.00083     , 31, 391, 1265, 219, 1906
27860.859, 285.0051, 57.1871147,  4.24384     ,  0.00090     , 32, 171, 1266, 250, 1719
29327.551, 285.0022, 57.1889267,  4.24379     ,  0.00094     , 62, 359, 1266, 219, 1906
29736.229, 285.0012, 57.1875687,  4.24380     ,  0.00080     , 62, 234, 1266, 234, 1796
30274.734, 285.0125, 57.1874542,  4.24377     ,  0.00079     , 62, 188, 1265, 250, 1765
30748.998, 285.0102, 57.1847000,  4.24377     ,  0.00069     , 47, 265, 1250, 235, 1797
31273.439, 285.0054, 57.1840210,  4.24376     ,  0.00072     , 32, 93, 1266, 234, 1625
31748.074, 285.0017, 57.1842461,  4.24374     ,  0.00086     , 47, 109, 1250, 203, 1609
32221.766, 284.9999, 57.1851540,  4.24373     ,  0.00086     , 31, 188, 1266, 218, 1703
33556.535, 284.9980, 57.1839066,  4.24370     ,  0.00085     , 47, 156, 1266, 219, 1688
34030.223, 285.0016, 57.1840210,  4.24369     ,  0.00081     , 31, 156, 1235, 219, 1656
34503.723, 284.9998, 57.1842461,  4.24368     ,  0.00080     , 31, 188, 1250, 281, 1750
35978.773, 285.0019, 57.1842461,  4.24364     ,  0.00074     , 31, 313, 1250, 218, 1812
36472.613, 285.0018, 57.1837959,  4.24361     ,  0.00079     , 47, 125, 1250, 250, 1672
36968.922, 285.0034, 57.1837959,  4.24361     ,  0.00069     , 62, 125, 1250, 203, 1640
37444.891, 285.0035, 57.1841354,  4.24358     ,  0.00081     , 31, 188, 1250, 234, 1703
38917.660, 285.0032, 57.1824303,  4.24354     ,  0.00086     , 31, 203, 1250, 204, 1688
39413.020, 285.0024, 57.1837959,  4.24353     ,  0.00080     , 110, 109, 1250, 281, 1750
39887.090, 284.9983, 57.1818657,  4.24351     ,  0.00077     , 93, 188, 1234, 281, 1812
40244.063, 284.9988, 57.1839066,  4.24352     ,  0.00075     , 31, 188, 1265, 219, 1703
40724.215, 285.0000, 57.1841354,  4.24346     ,  0.00078     , 78, 125, 1250, 297, 1750
41220.145, 284.9996, 57.1832237,  4.24346     ,  0.00080     , 63, 421, 1250, 297, 2031
41739.074, 285.0011, 57.1833382,  4.24344     ,  0.00077     , 62, 78, 1235, 235, 1625
42210.859, 285.0020, 57.1839066,  4.24343     ,  0.00074     , 63, 125, 1266, 359, 1813
42706.031, 285.0031, 57.1832237,  4.24340     ,  0.00075     , 31, 406, 1282, 312, 2031
43230.852, 285.0032, 57.1826591,  4.24338     ,  0.00067     , 32, 422, 1281, 219, 1954
43609.688, 285.0040, 57.1832237,  4.24336     ,  0.00081     , 31, 203, 1250, 313, 1797
44083.379, 285.0029, 57.1833382,  4.24334     ,  0.00086     , 32, 93, 1250, 313, 1688
44585.957, 285.0034, 57.1817513,  4.24330     ,  0.00080     , 31, 94, 1281, 328, 1734
45081.695, 284.9890, 57.1823196,  4.24328     ,  0.00075     , 63, 109, 1281, 219, 1672
45554.055, 284.9903, 57.1810760,  4.24325     ,  0.00084     , 32, 281, 1281, 266, 1860
46048.652, 284.9974, 57.1803970,  4.24323     ,  0.00061     , 47, 109, 1281, 188, 1625
46520.633, 285.0047, 57.1796036,  4.24320     ,  0.00077     , 31, 172, 1281, 234, 1718
47015.992, 285.0060, 57.1791496,  4.24316     ,  0.00082     , 46, 63, 1281, 281, 1671
47495.949, 285.0094, 57.1799431,  4.24313     ,  0.00072     , 32, 234, 1281, 219, 1766
47990.547, 285.0088, 57.1797180,  4.24310     ,  0.00070     , 62, 110, 1281, 203, 1656
48464.047, 285.0065, 57.1805077,  4.24308     ,  0.00077     , 63, 109, -58719, 250, -58297
48936.406, 285.0053, 57.1796036,  4.24306     ,  0.00073     , 31, 94, 1281, 297, 1703
49431.191, 285.0028, 57.1796036,  4.24298     ,  0.00066     , 32, 390, 1281, 235, 1938
49948.031, 285.0003, 57.1796036,  4.24296     ,  0.00075     , 94, 78, 1281, 235, 1688
50288.086, 285.0018, 57.1782455,  4.24293     ,  0.00071     , 31, 172, 1281, 250, 1734
50900.348, 284.9982, 57.1790352,  4.24287     ,  0.00082     , 31, 63, 1281, 234, 1609
51395.898, 285.0020, 57.1789246,  4.24284     ,  0.00080     , 79, 125, 1281, 265, 1750
51729.305, 285.0010, 57.1801682,  4.24278     ,  0.00086     , 62, 141, 1281, 250, 1734
52362.285, 285.0168, 57.1783562,  4.24272     ,  0.00083     , 62, 485, 1281, 219, 2047
52748.719, 285.0108, 57.1818047,  4.24269     ,  0.00078     , 109, 297, 1281, 250, 1953
53242.941, 285.0065, 57.1816902,  4.24263     ,  0.00096     , 31, 63, 1281, 281, 1656
53735.637, 285.0030, 57.1820297,  4.24260     ,  0.00090     , 31, 94, 1281, 297, 1703
54209.133, 284.9984, 57.1812363,  4.24253     ,  0.00082     , 31, 63, 1281, 203, 1578
54681.113, 284.9962, 57.1812363,  4.24243     ,  0.00075     , 94, 234, 1281, 281, 1890
55182.746, 284.9947, 57.1811218,  4.24240     ,  0.00081     , 32, 78, 1281, 297, 1688
55677.910, 284.9976, 57.1808968,  4.24232     ,  0.00076     , 31, 406, -58719, 297, -57985
56034.508, 284.9966, 57.1803322,  4.24224     ,  0.00088     , 31, 172, 1281, 203, 1687
56666.918, 285.0003, 57.1807823,  4.24219     ,  0.00079     , 47, 78, 1281, 281, 1687
57008.309, 284.9989, 57.1805573,  4.24209     ,  0.00077     , 31, 157, 1281, 328, 1797
57503.281, 285.0034, 57.1812363,  4.24198     ,  0.00086     , 32, 406, 1281, 297, 2016
58018.977, 285.0032, 57.1818047,  4.24189     ,  0.00078     , 31, 63, 1281, 203, 1578
58491.148, 285.0033, 57.1806717,  4.24179     ,  0.00084     , 31, 157, 1281, 281, 1750
58962.176, 285.0034, 57.1812363,  4.24167     ,  0.00100     , 31, 94, 1281, 281, 1687
59464.184, 285.0021, 57.1810112,  4.24154     ,  0.00075     , 31, 94, 1281, 265, 1671
59936.543, 284.9983, 57.1771736,  4.24140     ,  0.00084     , 31, 328, 1281, 328, 1968
60453.188, 285.0006, 57.1779671,  4.24123     ,  0.00084     , 32, 93, 1282, 312, 1719
60925.738, 285.0018, 57.1771736,  4.24104     ,  0.00076     , 31, 63, 1281, 219, 1594
61397.902, 285.0013, 57.1762695,  4.24084     ,  0.00073     , 46, 157, 1281, 219, 1703
61892.313, 285.0033, 57.1779671,  4.24059     ,  0.00091     , 47, 234, 1282, 281, 1844
62394.133, 285.0035, 57.1768341,  4.24028     ,  0.00076     , 78, 454, 1281, 390, 2203
62771.445, 285.0028, 57.1777420,  4.24010     ,  0.00078     , 125, 94, 1281, 219, 1719
63244.188, 285.0021, 57.1762695,  4.23975     ,  0.00079     , 31, 172, 1282, 281, 1766
64711.250, 285.0006, 57.1766090,  4.23841     ,  0.00067     , 62, 250, 1282, 328, 1922
65206.227, 285.0031, 57.1764946,  4.23791     ,  0.00088     , 93, 125, 1282, 218, 1718
65699.492, 285.0006, 57.1757011,  4.23731     ,  0.00086     , 94, 78, 1281, 282, 1735
66170.906, 284.9996, 57.1755905,  4.23656     ,  0.00085     , 63, 344, 1281, 281, 1969
66715.109, 285.0009, 57.1769485,  4.23581     ,  0.00090     , 62, 344, 1281, 282, 1969
67071.141, 284.9940, 57.1760406,  4.23530     ,  0.00096     , 31, 250, 1281, 281, 1843
67572.195, 284.9975, 57.1773224,  4.23452     ,  0.00088     , 31, 188, 1281, 235, 1735
68066.797, 284.9998, 57.1768684,  4.23374     ,  0.00092     , 47, 109, 1281, 313, 1750
68559.875, 285.0017, 57.1767578,  4.23298     ,  0.00100     , 31, 63, 1281, 281, 1656
69030.711, 285.0031, 57.1764183,  4.23228     ,  0.00084     , 32, 172, 1281, 265, 1750
69501.922, 285.0042, 57.1761894,  4.23156     ,  0.00085     , 32, 203, 1281, 328, 1844
69995.953, 285.0034, 57.1764183,  4.23080     ,  0.00086     , 31, 406, 1281, 219, 1937
70518.875, 285.0036, 57.1760788,  4.23023     ,  0.00084     , 47, 156, 1281, 203, 1687
71012.328, 285.0021, 57.1756248,  4.22970     ,  0.00072     , 78, 125, 1281, 266, 1750
71484.305, 285.0019, 57.1763039,  4.22914     ,  0.00082     , 79, 390, 1281, 282, 2032
71868.469, 285.0026, 57.1769829,  4.22883     ,  0.00088     , 78, 109, 1281, 297, 1765
72362.305, 285.0011, 57.1759644,  4.22840     ,  0.00079     , 31, 63, 1281, 328, 1703
72856.523, 284.9992, 57.1772118,  4.22796     ,  0.00078     , 125, 359, 1281, 282, 2047
73350.734, 284.9997, 57.1760788,  4.22763     ,  0.00077     , 31, 78, 1281, 235, 1625
73821.766, 285.0008, 57.1758499,  4.22731     ,  0.00074     , 63, 125, 1281, 344, 1813
74321.305, 284.9946, 57.1749458,  4.22697     ,  0.00076     , 62, 125, 1281, 235, 1703
74793.094, 284.9950, 57.1733551,  4.22668     ,  0.00076     , 47, 250, 1281, 282, 1860
75307.648, 284.9982, 57.1733551,  4.22642     ,  0.00082     , 31, 94, 1281, 281, 1687
75780.383, 285.0019, 57.1729012,  4.22613     ,  0.00088     , 31, 406, 1281, 235, 1953
76163.977, 285.0054, 57.1730156,  4.22594     ,  0.00079     , 78, 125, 1281, 266, 1750
76655.906, 285.0049, 57.1726761,  4.22569     ,  0.00083     , 31, 219, 1281, 282, 1813
77150.508, 285.0073, 57.1734695,  4.22548     ,  0.00080     , 32, 93, 1282, 281, 1688
77620.961, 285.0035, 57.1716576,  4.22525     ,  0.00081     , 31, 78, 1282, 312, 1703
79086.695, 285.0012, 57.1714287,  4.22454     ,  0.00082     , 47, 218, 1282, 203, 1750
79578.445, 285.0022, 57.1716576,  4.22438     ,  0.00073     , 31, 94, 1281, 188, 1594
80048.898, 285.0023, 57.1717682,  4.22417     ,  0.00078     , 31, 78, 1282, 296, 1687
80542.164, 285.0009, 57.1710892,  4.22393     ,  0.00083     , 46, 375, 1282, 218, 1921
81063.758, 285.0004, 57.1724472,  4.22375     ,  0.00080     , 31, 63, 1281, 281, 1656
81557.781, 284.9977, 57.1713181,  4.22358     ,  0.00083     , 47, 63, 1281, 297, 1688
81912.094, 284.9972, 57.1706543,  4.22343     ,  0.00082     , 94, 140, 1282, 281, 1797
82389.773, 285.0008, 57.1699753,  4.22321     ,  0.00077     , 32, 406, 1281, 344, 2063
82927.148, 285.0005, 57.1703148,  4.22302     ,  0.00072     , 31, 312, 1282, 250, 1875
83439.609, 285.0019, 57.1700897,  4.22285     ,  0.00086     , 31, 78, 1281, 219, 1609
83910.633, 284.9999, 57.1695251,  4.22269     ,  0.00082     , 47, 187, 1281, 219, 1734
84409.984, 285.0026, 57.1697502,  4.22250     ,  0.00090     , 31, 94, 1281, 235, 1641
84880.063, 285.0018, 57.1694107,  4.22236     ,  0.00084     , 32, 62, 1281, 297, 1672
85372.758, 285.0026, 57.1691856,  4.22218     ,  0.00086     , 31, 360, 1281, 281, 1953
85756.727, 285.0000, 57.1698647,  4.22205     ,  0.00083     , 109, 78, 1281, 266, 1734
86227.570, 285.0019, 57.1699753,  4.22190     ,  0.00075     , 109, 360, 1281, 219, 1969
86762.648, 285.0029, 57.1675987,  4.22171     ,  0.00085     , 31, 422, 1281, 281, 2015
87277.016, 285.0012, 57.1682777,  4.22154     ,  0.00077     , 31, 94, 1281, 297, 1703
88600.195, 284.9991, 57.1686172,  4.22110     ,  0.00080     , 32, 187, 1281, 235, 1735
89092.133, 285.0101, 57.1684837,  4.22094     ,  0.00080     , 31, 281, 1282, 234, 1828
89590.375, 285.0075, 57.1671257,  4.22079     ,  0.00095     , 31, 250, 1282, 218, 1781
89997.766, 284.9974, 57.1664467,  4.22080     ,  0.00080     , 32, 297, 1281, 281, 1891
89965.250, 284.9973, 57.1673508,  4.22091     ,  0.00079     , 171, 79, 1281, 265, 1796
89444.172, 285.0015, 57.1667862,  4.22109     ,  0.00084     , 78, 391, 1281, 235, 1985
88916.117, 285.0035, 57.1666718,  4.22124     ,  0.00076     , 32, 62, 1281, 235, 1610
88415.242, 285.0039, 57.1654282,  4.22137     ,  0.00077     , 31, 78, 1281, 281, 1671
87937.180, 285.0026, 57.1669006,  4.22153     ,  0.00080     , 31, 390, 1282, 281, 1984
87548.836, 285.0023, 57.1667862,  4.22167     ,  0.00082     , 62, 125, 1282, 281, 1750
87048.914, 285.0047, 57.1662216,  4.22183     ,  0.00088     , 31, 328, 1281, 250, 1890
86522.195, 284.9997, 57.1664467,  4.22198     ,  0.00090     , 32, 78, 1328, 281, 1719
86024.172, 285.0037, 57.1671257,  4.22214     ,  0.00082     , 31, 94, 1281, 219, 1625
85549.719, 285.0003, 57.1691017,  4.22229     ,  0.00081     , 32, 234, 1281, 219, 1766
85183.047, 285.0006, 57.1708031,  4.22243     ,  0.00086     , 62, 141, 1281, 281, 1765
84663.547, 285.0001, 57.1701241,  4.22259     ,  0.00081     , 109, 312, 1282, 343, 2046
84144.242, 284.9978, 57.1693306,  4.22277     ,  0.00091     , 31, 250, 1281, 266, 1828
83646.219, 285.0009, 57.1694412,  4.22295     ,  0.00075     , 32, 187, 1281, 282, 1782
83140.781, 285.0004, 57.1700096,  4.22313     ,  0.00083     , 31, -59593, 1281, 219, -58062
82760.234, 284.9992, 57.1703491,  4.22324     ,  0.00078     , 31, 157, 1281, 281, 1750
82210.891, 285.0003, 57.1680832,  4.22344     ,  0.00082     , 47, 312, 1282, 328, 1969
81830.727, 285.0017, 57.1712532,  4.22358     ,  0.00084     , 94, 62, 1282, 250, 1688
81355.328, 285.0015, 57.1685371,  4.22375     ,  0.00078     , 32, 406, 1281, 250, 1969
80828.227, 285.0011, 57.1686516,  4.22394     ,  0.00086     , 31, 94, 1281, 234, 1640
80330.586, 285.0014, 57.1677437,  4.22413     ,  0.00090     , 32, 78, 1281, 297, 1688
79855.188, 285.0010, 57.1681976,  4.22428     ,  0.00090     , 31, 78, 1281, 235, 1625
79378.453, 285.0000, 57.1678581,  4.22449     ,  0.00086     , 94, 62, 1281, 282, 1719
78881.383, 284.9941, 57.1695557,  4.22469     ,  0.00103     , 32, 187, 1281, 297, 1797
78405.227, 284.9955, 57.1648598,  4.22485     ,  0.00081     , 31, 187, 1282, 281, 1781
77899.609, 284.9990, 57.1657677,  4.22506     ,  0.00080     , 47, 109, 1282, 250, 1688
77402.914, 285.0013, 57.1649742,  4.22525     ,  0.00078     , 32, 422, 1281, 265, 2000
77044.609, 285.0018, 57.1653137,  4.22540     ,  0.00085     , 47, 188, 1281, 375, 1906
76517.125, 285.0020, 57.1655388,  4.22563     ,  0.00086     , 31, 172, 1281, 266, 1750
76042.109, 285.0032, 57.1662216,  4.22585     ,  0.00072     , 78, 110, 1281, 281, 1750
75542.570, 285.0042, 57.1651993,  4.22605     ,  0.00085     , 31, 79, 1281, 265, 1656
75066.594, 285.0023, 57.1642952,  4.22630     ,  0.00090     , 78, 406, 1281, 219, 1984
74546.906, 285.0018, 57.1658783,  4.22655     ,  0.00081     , 32, 78, 1281, 297, 1688
74040.336, 285.0018, 57.1651993,  4.22684     ,  0.00081     , 62, 406, 1282, 312, 2062
73660.359, 284.9998, 57.1650887,  4.22703     ,  0.00077     , 47, 125, 1282, 234, 1688
73183.625, 284.9987, 57.1650887,  4.22732     ,  0.00092     , 94, 125, 1281, 344, 1844
72677.820, 284.9998, 57.1647491,  4.22768     ,  0.00080     , 32, 422, 1328, 297, 2079
72157.180, 285.0007, 57.1640663,  4.227995    ,  0.00076     , 62, 360, 1281, 281, 2000
71766.938, 284.9997, 57.1656532,  4.228259    ,  0.00088     , 94, 78, 1281, 328, 1781
71270.438, 284.9999, 57.1657677,  4.228637    ,  0.00093     , 32, 156, 1281, 234, 1703
70792.570, 285.0000, 57.1664619,  4.229073    ,  0.00084     , 31, 282, 1281, 219, 1828
70294.930, 285.0021, 57.1669159,  4.229543    ,  0.00079     , 31, 157, 1281, 312, 1781
69796.344, 285.0005, 57.1661224,  4.230019    ,  0.00082     , 31, 78, 1282, 297, 1688
69319.609, 284.9997, 57.1677094,  4.230537    ,  0.00074     , 46, 79, 1281, 359, 1765
68813.797, 285.0012, 57.1670303,  4.231102    ,  0.00085     , 63, 94, 1281, 219, 1657
68359.500, 285.0006, 57.1669159,  4.231740    ,  0.00081     , 31, 187, 1282, 203, 1703
66863.156, 284.9995, 57.1673698,  4.233700    ,  0.00088     , 32, 328, 1281, 219, 1860
66495.156, 285.0021, 57.1665764,  4.234152    ,  0.00085     , 47, 187, 1282, 234, 1750
65996.758, 285.0000, 57.1679344,  4.23478     ,  0.00088     , 31, 63, 1281, 281, 1656
65519.270, 285.0017, 57.1666908,  4.235394    ,  0.00077     , 31, 78, 1282, 203, 1594
65043.871, 284.9999, 57.1675949,  4.23595     ,  0.00082     , 47, 140, 1282, 250, 1719
64544.141, 285.0034, 57.1686134,  4.236516    ,  0.00088     , 31, 94, 1281, 282, 1688
64060.758, 285.0031, 57.1671410,  4.23704     ,  0.00081     , 31, 219, 1328, 344, 1922
63560.648, 285.0001, 57.1675949,  4.237481    ,  0.00079     , 31, 78, 1282, 281, 1672
63063.391, 285.0006, 57.1668015,  4.23790     ,  0.00082     , 31, 78, 1281, 235, 1625
62585.711, 284.9998, 57.1662369,  4.238270    ,  0.00080     , 47, 141, 1281, 235, 1704
62110.313, 285.0019, 57.1671410,  4.238643    ,  0.00076     , 31, 94, 1281, 313, 1719
61609.441, 284.9997, 57.1687279,  4.23897     ,  0.00079     , 78, 109, 1281, 235, 1703
61134.039, 284.9996, 57.1672554,  4.239221    ,  0.00078     , -59953, 62, 1282, 281, -58328
60767.754, 285.0000, 57.1668015,  4.239418    ,  0.00081     , 32, 156, 1281, 266, 1735
60291.211, 284.9991, 57.1689529,  4.239651    ,  0.00078     , 31, 78, 1281, 328, 1718
59791.102, 284.9991, 57.1679344,  4.239797    ,  0.00085     , 32, 78, 1281, 281, 1672
59313.047, 284.9995, 57.1672554,  4.240010    ,  0.00082     , 32, 406, 1281, 219, 1938
58785.563, 285.0026, 57.1691818,  4.240183    ,  0.00078     , 109, 375, 1282, 250, 2016
58241.539, 285.0026, 57.1671410,  4.240333    ,  0.00096     , 31, 407, 1328, 297, 2063
57854.531, 285.0010, 57.1683884,  4.240436    ,  0.00080     , 31, 63, 1281, 250, 1625
57377.801, 285.0006, 57.1674805,  4.24053     ,  0.00088     , 31, 78, 1282, 265, 1656
56879.023, 284.9995, 57.1687279,  4.240631    ,  0.00078     , 32, 406, 1281, 203, 1938
56358.195, 284.9984, 57.1707916,  4.240716    ,  0.00084     , 31, 313, 1281, 219, 1844
55851.430, 285.0001, 57.1712418,  4.240836    ,  0.00073     , 31, 390, 1282, 297, 2000
55447.121, 284.9981, 57.1706772,  4.240863    ,  0.00078     , 63, 109, 1281, 297, 1750
54963.551, 284.9996, 57.1703377,  4.240925    ,  0.00075     , 47, 375, 1281, 313, 2016
54441.391, 285.0000, 57.1703377,  4.240991    ,  0.00081     , 47, 125, 1282, 328, 1782
53920.754, 285.0017, 57.1702232,  4.241056    ,  0.00085     , 31, 281, -58718, 297, -58109
53553.508, 285.0003, 57.1705627,  4.241065    ,  0.00078     , 31, 125, 1282, 218, 1656
53055.109, 284.9987, 57.1704521,  4.241118    ,  0.00081     , 31, 78, 1281, 282, 1672
52576.676, 285.0026, 57.1693192,  4.241166    ,  0.00088     , 31, 407, 1281, 172, 1891
52055.652, 285.0027, 57.1710167,  4.24116     ,  0.00069     , 31, 78, 1282, 281, 1672
51549.840, 285.0004, 57.1702232,  4.241225    ,  0.00088     , 47, 359, 1281, 281, 1968
51168.535, 285.0010, 57.1712418,  4.241232    ,  0.00075     , 46, 79, 1281, 328, 1734
50668.996, 284.9981, 57.1711311,  4.241249    ,  0.00088     , 47, 250, 1281, 250, 1828
50162.422, 285.0007, 57.1704521,  4.24129     ,  0.00076     , 32, 78, 1281, 297, 1688
49662.500, 285.0002, 57.1713562,  4.24131     ,  0.00076     , 31, 63, 1281, 297, 1672
49186.152, 284.9995, 57.1714706,  4.241331    ,  0.00070     , 31, 156, 1281, 219, 1703
48686.609, 284.9984, 57.1644096,  4.241357    ,  0.00067     , 31, 156, 1281, 328, 1812
48319.559, 285.0003, 57.1633911,  4.241370    ,  0.00083     , 78, 94, 1281, 203, 1656
47842.453, 285.0009, 57.1653175,  4.241419    ,  0.00078     , 32, 109, 1281, 250, 1672
46367.023, 285.0029, 57.1664505,  4.24149     ,  0.00076     , 32, 390, 1282, 234, 1938
45839.539, 285.0015, 57.1652031,  4.241513    ,  0.00082     , 31, 94, 1281, 266, 1672
45363.000, 285.0015, 57.1655426,  4.241517    ,  0.00082     , 32, 62, 1281, 297, 1672
44863.836, 285.0010, 57.1647491,  4.241520    ,  0.00075     , 31, 62, 1282, 296, 1671
44364.305, 285.0019, 57.1655426,  4.241528    ,  0.00076     , 46, 375, 1329, 234, 1984
