Field(Oe), Temperature(K), Resisitivity(Ohm), Capacitance(pF), Loss(nS), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
46269.129, 269.9991, 59.3533478,  4.210548    ,  0.00096     , 93, 94, 1281, 313, 1781
45786.699, 270.0044, 59.3517609,  4.210620    ,  0.00100     , 93, 125, 1282, 296, 1796
45426.297, 270.0011, 59.3518753,  4.210694    ,  0.00102     , 78, 234, 1282, 328, 1922
44906.418, 270.0010, 59.3507423,  4.210782    ,  0.00105     , 203, 359, 1282, 265, 2109
44397.566, 269.9996, 59.3533287,  4.210877    ,  0.00098     , 125, 79, 1281, 281, 1766
43921.410, 269.9993, 59.3527641,  4.210976    ,  0.00088     , 32, 93, 1422, 297, 1844
43401.719, 270.0000, 59.3538971,  4.211040    ,  0.00096     , 32, 406, 1281, 328, 2047
43032.766, 269.9998, 59.3544617,  4.211133    ,  0.00096     , 47, 156, 1281, 266, 1750
42533.414, 269.9997, 59.3546906,  4.21121     ,  0.00093     , 46, 79, 1281, 265, 1671
42035.016, 269.9987, 59.3551407,  4.211313    ,  0.00105     , 31, 422, 1281, 360, 2094
41513.617, 270.0001, 59.3546906,  4.211404    ,  0.00100     , 63, 62, 1281, 297, 1703
41037.836, 269.9994, 59.3554802,  4.211507    ,  0.00094     , 31, 406, 1282, 218, 1937
40647.020, 269.9992, 59.3557091,  4.211582    ,  0.00094     , 109, 94, 1328, 297, 1828
40125.242, 270.0013, 59.3550301,  4.211675    ,  0.00092     , 31, 235, 1281, 328, 1875
39618.668, 270.0003, 59.3557091,  4.211794    ,  0.00096     , 32, 359, 1281, 344, 2016
39075.980, 269.9995, 59.3527641,  4.211886    ,  0.00101     , 47, 312, 1281, 219, 1859
38708.164, 270.0010, 59.3555946,  4.211968    ,  0.00103     , 31, 188, 1281, 281, 1781
38207.293, 270.0088, 59.3544617,  4.212064    ,  0.00096     , 47, 140, 1281, 235, 1703
37709.656, 270.0064, 59.3546906,  4.212192    ,  0.00094     , 31, 187, 1328, 282, 1828
37208.594, 270.0015, 59.3576202,  4.212269    ,  0.00107     , 63, 390, 1282, 328, 2063
36819.492, 269.9963, 59.3567162,  4.212338    ,  0.00088     , 94, 78, 1281, 313, 1766
36321.090, 269.9991, 59.3568268,  4.212446    ,  0.00098     , 62, 407, 1281, 297, 2047
35799.691, 269.9979, 59.3572807,  4.212559    ,  0.00090     , 31, 172, 1281, 281, 1765
35314.023, 269.9972, 59.3588676,  4.212651    ,  0.00092     , 31, 62, 1282, 281, 1656
34814.293, 269.9999, 59.3589783,  4.212769    ,  0.00091     , 31, 78, 1281, 297, 1687
34337.371, 269.9989, 59.3587532,  4.212872    ,  0.00084     , 31, 78, 1282, 343, 1734
32971.230, 269.9999, 59.3597717,  4.213164    ,  0.00095     , 109, 203, 1328, 328, 1968
32472.070, 270.0007, 59.3584137,  4.213274    ,  0.00090     , 47, 312, 1281, 250, 1890
31972.904, 270.0017, 59.3590927,  4.213391    ,  0.00100     , 62, 141, 1281, 391, 1875
31474.121, 270.0004, 59.3587532,  4.213525    ,  0.00095     , 32, 390, 1282, 281, 1985
31083.688, 269.9858, 59.3592072,  4.213598    ,  0.00095     , 78, 266, 1328, 281, 1953
30563.424, 269.9910, 59.3600006,  4.213732    ,  0.00093     , 125, 78, 1281, 266, 1750
30078.705, 269.9970, 59.3603401,  4.21389     ,  0.00088     , 31, 407, 1281, 265, 1984
29557.484, 270.0021, 59.3572884,  4.213999    ,  0.00086     , 31, 63, 1281, 391, 1766
29059.459, 270.0043, 59.3576279,  4.214106    ,  0.00084     , 32, 406, 1281, 203, 1922
28648.113, 270.0047, 59.3598938,  4.214215    ,  0.00102     , 109, 328, 1328, 282, 2047
28102.559, 270.0037, 59.3589897,  4.21435     ,  0.00093     , 62, 360, 1281, 281, 1984
27735.881, 270.0048, 59.3588753,  4.21442     ,  0.00093     , 31, 172, 1281, 328, 1812
27236.332, 270.0038, 59.3593292,  4.21456     ,  0.00094     , 31, 422, 1281, 359, 2093
26714.363, 270.0025, 59.3586502,  4.21470     ,  0.00101     , 46, 438, 1328, 297, 2109
26165.021, 269.9995, 59.3588753,  4.21483     ,  0.00092     , 31, 359, 1282, -59781, -58094
25804.436, 270.0006, 59.3604622,  4.21491     ,  0.00096     , 62, 156, 1282, 328, 1828
25297.674, 269.9979, 59.3597794,  4.21509     ,  0.00096     , 31, 407, 1281, 219, 1938
24775.891, 269.9978, 59.3589897,  4.21522     ,  0.00088     , 62, 110, 1281, 281, 1734
24278.250, 269.9995, 59.3604622,  4.21538     ,  0.00098     , 62, 391, 1281, 234, 1968
23886.680, 270.0004, 59.3600082,  4.21550     ,  0.00092     , 110, 437, 1281, 282, 2110
23367.365, 270.0050, 59.3589897,  4.21566     ,  0.00100     , 31, 297, 1282, 234, 1844
22843.877, 270.0021, 59.3603477,  4.21580     ,  0.00076     , 31, 125, 1281, 313, 1750
22366.576, 269.9996, 59.3603630,  4.21596     ,  0.00082     , 31, 391, 1281, 203, 1906
21837.000, 269.9996, 59.3593407,  4.21615     ,  0.00096     , 78, 391, 1281, 250, 2000
21454.936, 269.9973, 59.3585472,  4.21629     ,  0.00103     , 78, 282, 1328, 391, 2094
20926.313, 269.9981, 59.3600197,  4.21645     ,  0.00098     , 31, 359, 1281, 250, 1921
20404.150, 269.9985, 59.3602486,  4.21660     ,  0.00096     , 31, 78, 1281, 313, 1703
20058.574, 269.9987, 59.3603630,  4.21677     ,  0.00088     , 47, 141, 1328, 297, 1813
19558.275, 269.9980, 59.3611565,  4.21699     ,  0.00095     , 47, 296, 1282, 297, 1922
19036.305, 270.0005, 59.3593407,  4.21721     ,  0.00095     , 94, 359, 1328, 391, 2172
18625.533, 270.0007, 59.3611565,  4.21740     ,  0.00094     , 109, -59687, 1281, 281, -58016
18102.039, 270.0011, 59.3608170,  4.21766     ,  0.00104     , 31, 422, 1281, 281, 2015
17580.262, 270.0003, 59.3595657,  4.21792     ,  0.00095     , 31, 63, 1281, 281, 1656
17094.596, 270.0018, 59.3605881,  4.21817     ,  0.0010      , 31, 79, 1328, 328, 1781
16593.533, 270.0005, 59.3610420,  4.21856     ,  0.00096     , 47, 328, 1281, 219, 1875
15224.734, 269.9976, 59.3583374,  4.22013     ,  0.00082     , 125, 188, 1281, 235, 1829
14724.811, 269.9991, 59.3601494,  4.22095     ,  0.00105     , 63, 390, 1282, 328, 2063
14312.708, 270.0006, 59.3590164,  4.22162     ,  0.0010      , 62, 359, 1282, 281, 1984
13789.215, 270.0012, 59.3609428,  4.22258     ,  0.00085     , 31, 438, 1281, 328, 2078
13244.357, 270.0021, 59.3599243,  4.22410     ,  0.00076     , 31, 359, 1282, 297, 1969
12853.352, 270.0008, 59.3593559,  4.22510     ,  0.00096     , 32, 109, 1281, 266, 1688
12375.287, 270.0010, 59.3613968,  4.22701     ,  0.00088     , 31, 407, 1281, 281, 2000
11843.430, 270.0007, 59.3598099,  4.22883     ,  0.00090     , 31, 406, 1281, 172, 1890
11460.975, 269.9996, 59.3600349,  4.23031     ,  0.00076     , 32, 234, 1281, -59750, -58203
10956.646, 270.0006, 59.3626404,  4.23242     ,  0.00095     , 47, 406, 1281, 266, 2000
10402.909, 269.9994, 59.3604889,  4.23415     ,  0.00086     , 32, 343, 1282, 328, 1985
10008.765, 269.9995, 59.3615074,  4.23518     ,  0.00092     , 31, 407, 1281, 297, 2016
9461.923, 270.0008, 59.3592453,  4.23632     ,  0.00090     , 62, 344, 1281, 219, 1906
8959.242, 270.0005, 59.3617363,  4.23704     ,  0.00090     , 31, 78, 1422, 312, 1843
8567.246, 269.9981, 59.3630943,  4.23748     ,  0.00088     , 31, 453, 1281, 313, 2078
8041.904, 269.9970, 59.3599243,  4.23787     ,  0.00082     , 31, 94, 1281, 282, 1688
7538.219, 269.9994, 59.3655396,  4.23832     ,  0.00095     , 31, 391, 1281, 250, 1953
7145.530, 269.9998, 59.3659935,  4.23850     ,  0.00078     , 63, 125, 1281, 297, 1766
6641.221, 270.0021, 59.3655396,  4.23876     ,  0.00088     , 47, 375, 1281, 219, 1922
6136.425, 270.0013, 59.3661079,  4.23893     ,  0.00085     , 31, 219, 1281, 234, 1765
5623.497, 270.0021, 59.3658791,  4.23908     ,  0.00081     , 31, 63, 1281, 313, 1688
5117.754, 270.0018, 59.3658791,  4.23922     ,  0.00088     , 47, 312, 1282, 297, 1938
4723.017, 270.0008, 59.3661079,  4.23927     ,  0.00082     , 31, 62, 1282, 250, 1625
4215.844, 270.0001, 59.3654289,  4.23936     ,  0.00082     , 47, 360, 1281, 312, 2000
3685.238, 270.0020, 59.3656540,  4.23947     ,  0.00095     , 32, 359, 1281, 219, 1891
3310.593, 269.9998, 59.3676949,  4.23947     ,  0.00095     , 32, 203, 1328, 359, 1922
2777.299, 269.9994, 59.3654289,  4.23953     ,  0.00088     , 47, 281, 1281, 204, 1813
2355.227, 270.0002, 59.3669052,  4.23957     ,  0.00095     , 63, 125, 1281, 328, 1797
1840.539, 270.0011, 59.3667870,  4.23960     ,  0.00100     , 31, 78, 1422, 281, 1812
1322.997, 270.0011, 59.3657684,  4.23967     ,  0.00095     , 32, 156, 1281, 297, 1766
801.661, 270.0016, 59.3675842,  4.23972     ,  0.00088     , 31, 94, 1281, 265, 1671
439.198, 270.0003, 59.3661079,  4.23971     ,  0.00082     , 46, 79, 1281, 344, 1750
0.115, 269.9990, 59.3629723,  4.23980     ,  0.00100     , 31, 422, 1281, 266, 2000
181.113, 275.0008, 58.6259537,  4.24516     ,  0.00095     , 62, 359, 1329, 218, 1968
652.329, 275.0021, 58.6250496,  4.24516     ,  0.00093     , 32, 171, 1282, 250, 1735
1087.244, 274.9996, 58.6260681,  4.24515     ,  0.00089     , 31, 219, 1281, 235, 1766
1528.054, 275.0023, 58.6248207,  4.24517     ,  0.00083     , 62, 141, 1281, 219, 1703
2927.653, 275.0033, 58.6244812,  4.24513     ,  0.00098     , 32, 328, 1281, 266, 1907
3482.322, 275.0016, 58.6279297,  4.24510     ,  0.00088     , 78, 94, 1281, 219, 1672
3914.957, 274.9986, 58.6263466,  4.24510     ,  0.00091     , 31, 422, 1281, 250, 1984
4443.391, 274.9956, 58.6288376,  4.24510     ,  0.00086     , 62, 234, 1282, 218, 1796
4832.877, 274.9969, 58.6280441,  4.24506     ,  0.00091     , 78, 172, 1281, 235, 1766
5314.171, 274.9965, 58.6274757,  4.24506     ,  0.00095     , 31, 94, 1281, 250, 1656
5796.605, 274.9985, 58.6278152,  4.24507     ,  0.00091     , 31, 78, 1281, 313, 1703
6291.399, 275.0016, 58.6273651,  4.24504     ,  0.00083     , 63, 125, 1328, 281, 1797
6763.188, 275.0021, 58.6287231,  4.24502     ,  0.00088     , 31, 406, 1281, 188, 1906
7277.370, 275.0030, 58.6289482,  4.24501     ,  0.00088     , 94, 109, 1281, 281, 1765
7771.396, 275.0044, 58.6278152,  4.24500     ,  0.00076     , 63, 62, 1281, 297, 1703
8240.722, 275.0020, 58.6266861,  4.24497     ,  0.00090     , 93, 344, 1281, 297, 2015
8786.073, 275.0047, 58.6274757,  4.24496     ,  0.00093     , 63, 344, 1281, 250, 1938
9140.578, 275.0049, 58.6261177,  4.24496     ,  0.00086     , 62, 172, 1282, 281, 1797
9640.689, 275.0005, 58.6253242,  4.24492     ,  0.00085     , 31, 328, 1282, 265, 1906
10157.154, 274.9995, 58.6266861,  4.24494     ,  0.00082     , 32, 422, 1281, 219, 1954
10671.331, 275.0013, 58.6232643,  4.24490     ,  0.00086     , 62, 63, 1281, 297, 1703
11165.552, 275.0028, 58.6240578,  4.24488     ,  0.00090     , 47, 312, 1281, 282, 1922
11528.994, 274.9998, 58.6229248,  4.24488     ,  0.00098     , 93, 235, 1281, 266, 1875
12022.262, 275.0038, 58.6208878,  4.24487     ,  0.00095     , 31, 94, 1281, 297, 1703
12516.481, 275.0011, 58.6226997,  4.24486     ,  0.00092     , 32, 78, 1422, 281, 1813
13017.734, 275.0016, 58.6228104,  4.24482     ,  0.00091     , 31, 297, 1281, 266, 1875
13533.632, 275.0025, 58.6229248,  4.24481     ,  0.00101     , 62, 406, 1328, 282, 2078
14050.473, 275.0011, 58.6229248,  4.24480     ,  0.00090     , 32, 406, 1265, 266, 1969
14414.294, 275.0036, 58.6240578,  4.24478     ,  0.00086     , 78, 187, 1282, 312, 1859
14909.465, 275.0013, 58.6221313,  4.24476     ,  0.00086     , 62, 438, 1281, 312, 2093
15446.265, 275.0027, 58.6232643,  4.24472     ,  0.00088     , 31, 422, 1328, 328, 2109
15832.326, 275.0020, 58.6228104,  4.24469     ,  0.00098     , 32, 78, 1281, 328, 1719
16304.495, 275.0018, 58.6223564,  4.24467     ,  0.00105     , 31, 63, 1281, 234, 1609
16778.758, 275.0031, 58.6237183,  4.24466     ,  0.00102     , 47, 235, 1328, 359, 1969
17303.199, 275.0047, 58.6214523,  4.24465     ,  0.00087     , 32, 62, 1281, 219, 1594
17775.369, 275.0002, 58.6208878,  4.24461     ,  0.00096     , 47, 93, 1282, 281, 1703
18249.059, 275.0010, 58.6263237,  4.24458     ,  0.00095     , 46, 79, 1281, 297, 1703
18742.898, 275.0034, 58.6280251,  4.24452     ,  0.00088     , 31, 63, 1281, 250, 1625
19216.781, 275.0011, 58.6258736,  4.24451     ,  0.00094     , 32, 203, 1281, 281, 1797
19711.572, 275.0013, 58.6263237,  4.24449     ,  0.00100     , 31, 79, 1281, 234, 1625
20185.256, 275.0029, 58.6266632,  4.24447     ,  0.00099     , 62, 110, 1422, 437, 2031
20708.182, 275.0027, 58.6275711,  4.24438     ,  0.00098     , 31, 235, 1281, 203, 1750
21182.438, 275.0025, 58.6260986,  4.24435     ,  0.00082     , 31, 188, 1328, 312, 1859
21698.711, 275.0032, 58.6258736,  4.24427     ,  0.00104     , 32, 312, 1281, 172, 1797
22214.219, 275.0016, 58.6248512,  4.24420     ,  0.00101     , 47, 422, 1328, 328, 2125
22601.039, 274.9993, 58.6262131,  4.24415     ,  0.00096     , 31, 407, 1281, 281, 2000
23008.961, 275.0013, 58.6273460,  4.24410     ,  0.00103     , 78, 219, 1281, 235, 1813
23525.801, 275.0019, 58.6253052,  4.24401     ,  0.00092     , 125, 422, 1281, 313, 2141
24050.811, 274.9980, 58.6248512,  4.24393     ,  0.00072     , 62, 125, 1281, 282, 1750
24522.031, 274.9969, 58.6267776,  4.24383     ,  0.00095     , 31, 203, 1282, 203, 1719
25038.488, 275.0025, 58.6248512,  4.24375     ,  0.00090     , 32, 406, 1281, 250, 1969
25403.449, 275.0023, 58.6229935,  4.24365     ,  0.00099     , 47, 203, 1282, 281, 1813
25897.479, 275.0014, 58.6226540,  4.24354     ,  0.00096     , 47, 63, 1281, 312, 1703
26370.977, 275.0020, 58.6219749,  4.24343     ,  0.00093     , 31, 188, 1281, 250, 1750
26866.908, 275.0020, 58.6226540,  4.24329     ,  0.00083     , 47, 78, -58719, 282, -58312
27360.938, 275.0015, 58.6231079,  4.24315     ,  0.00098     , 31, 78, 1328, 313, 1750
27856.676, 275.0039, 58.6224289,  4.24291     ,  0.00094     , 47, 313, 1281, 187, 1828
28358.117, 275.0009, 58.6232224,  4.24264     ,  0.00092     , 31, 141, 1281, 297, 1750
28832.756, 275.0023, 58.6212959,  4.24234     ,  0.00083     , 31, 63, 1281, 234, 1609
29328.115, 275.0008, 58.6207275,  4.24189     ,  0.00096     , 31, 78, 1422, 328, 1859
29824.232, 275.0010, 58.6207275,  4.24131     ,  0.00086     , 31, 203, 1282, 312, 1828
30210.484, 275.0003, 58.6218605,  4.24080     ,  0.00083     , 79, 406, 1281, 328, 2094
30725.805, 274.9998, 58.6214104,  4.23996     ,  0.00101     , 32, 406, 1281, 313, 2032
31243.020, 275.0064, 58.6203880,  4.23873     ,  0.00105     , 31, 609, 1282, 265, 2187
31650.941, 275.0078, 58.6214104,  4.23778     ,  0.00095     , 78, 140, 1282, 281, 1781
32146.109, 275.0027, 58.6202774,  4.23629     ,  0.0009      , 62, 78, 1422, 266, 1828
32648.881, 275.0022, 58.6240463,  4.23472     ,  0.00108     , 31, 282, 1281, 328, 1922
33144.430, 274.9993, 58.6237068,  4.23306     ,  0.00096     , 47, 63, 1281, 250, 1641
33639.406, 274.9997, 58.6245003,  4.23154     ,  0.00106     , 31, 188, 1281, 328, 1828
34135.145, 275.0000, 58.6239357,  4.22993     ,  0.0010      , 31, 422, -58719, 250, -58000
34519.879, 274.9983, 58.6230278,  4.22899     ,  0.00096     , 47, 172, 1281, 281, 1781
34992.805, 274.9991, 58.6222343,  4.22781     ,  0.00079     , 47, 78, 1282, 312, 1719
35487.785, 274.9983, 58.6231422,  4.22659     ,  0.00082     , 31, 94, 1281, 266, 1672
35961.094, 274.9996, 58.6222343,  4.22539     ,  0.00088     , 47, 78, 1282, 312, 1719
36434.969, 275.0003, 58.6238213,  4.22466     ,  0.00104     , 31, 78, 1282, 281, 1672
37928.465, 274.9988, 58.6223488,  4.22281     ,  0.00095     , 32, 171, 1282, 234, 1719
39399.141, 275.0072, 58.6231422,  4.22163     ,  0.00100     , 94, 156, 1282, 218, 1750
39894.688, 275.0024, 58.6154900,  4.22132     ,  0.00088     , 32, 422, 1281, 203, 1938
40272.953, 275.0009, 58.6159439,  4.22112     ,  0.00086     , 31, 188, 1281, 281, 1781
40774.586, 274.9994, 58.6136780,  4.22084     ,  0.00086     , 203, 360, 1281, 266, 2110
41292.945, 274.9985, 58.6139030,  4.22061     ,  0.00091     , 157, 156, 1328, 297, 1938
41787.160, 274.9974, 58.6151505,  4.22038     ,  0.00096     , 32, 406, 1281, 235, 1954
42152.125, 274.9966, 58.6148109,  4.22024     ,  0.00094     , 46, 188, 1281, 281, 1796
42646.531, 274.9986, 58.6141319,  4.22004     ,  0.00101     , 47, 63, 1281, 281, 1672
43118.891, 274.9995, 58.6141319,  4.21985     ,  0.00080     , 93, 78, 1282, 312, 1765
43614.816, 275.0005, 58.6157150,  4.21963     ,  0.00096     , 62, 391, 1281, 281, 2015
44138.121, 275.0035, 58.6156044,  4.21945     ,  0.00090     , 31, 94, 1281, 234, 1640
44611.809, 275.0038, 58.6135635,  4.21927     ,  0.00096     , 31, 63, 1281, 281, 1656
45084.734, 275.0022, 58.6137924,  4.21909     ,  0.00094     , 31, 79, 1281, 281, 1672
45579.141, 274.9998, 58.6151505,  4.21893     ,  0.00094     , 47, 78, 1282, 266, 1688
46052.266, 274.9890, 58.6136780,  4.21875     ,  0.00091     , 31, 187, 1282, 250, 1750
46569.293, 274.9928, 58.6146965,  4.21860     ,  0.00085     , 78, 125, 1281, 266, 1750
47042.406, 274.9979, 58.6132240,  4.21842     ,  0.00088     , 31, 62, 1282, 234, 1609
47524.270, 275.0001, 58.6166725,  4.21826     ,  0.00090     , 31, 94, 1281, 281, 1687
48017.535, 275.0024, 58.6164474,  4.21809     ,  0.00093     , 31, 422, 1281, 266, 2000
48396.754, 275.0064, 58.6164474,  4.21798     ,  0.00091     , 47, 297, 1281, 329, 1954
48898.762, 275.0033, 58.6170120,  4.21780     ,  0.00090     , 31, 407, 1281, 422, 2141
49415.414, 275.0048, 58.6157646,  4.21766     ,  0.00094     , 31, 391, 1265, 297, 1984
49953.918, 275.0026, 58.6165581,  4.21750     ,  0.00083     , 32, 406, 1281, 297, 2016
50317.738, 275.0018, 58.6170120,  4.21739     ,  0.00094     , 63, 125, 1281, 297, 1766
50813.477, 274.9993, 58.6154251,  4.21723     ,  0.00090     , 31, 406, 1266, 297, 2000
51359.016, 275.0002, 58.6157646,  4.21708     ,  0.00094     , 63, 375, 1265, 391, 2094
51875.852, 275.0008, 58.6167870,  4.21692     ,  0.00083     , 63, 359, 1282, 281, 1985
52262.293, 275.0008, 58.6156540,  4.21683     ,  0.00094     , 63, 109, 1266, 250, 1688
52734.082, 274.9987, 58.6153145,  4.21671     ,  0.00088     , 31, 94, 1266, 265, 1656
53207.770, 275.0020, 58.6145210,  4.21656     ,  0.00082     , 31, 78, 1282, 281, 1672
53702.559, 274.9980, 58.6152000,  4.21642     ,  0.00092     , 62, 235, 1250, 312, 1859
54335.922, 275.0000, 58.6130486,  4.21626     ,  0.00084     , 31, 125, 1235, 266, 1672
54669.895, 274.9994, 58.6173820,  4.21616     ,  0.00096     , 32, 171, 1313, 281, 1797
55166.012, 275.0022, 58.6168175,  4.21601     ,  0.00096     , 31, 407, 1265, 219, 1922
55690.074, 275.0039, 58.6191940,  4.21589     ,  0.00092     , 47, 250, 1265, 297, 1859
56047.051, 275.0009, 58.6165886,  4.21580     ,  0.00091     , 31, -59828, 1282, 281, -58234
56519.027, 275.0032, 58.6164780,  4.21567     ,  0.00092     , 31, 78, 1266, 281, 1656
57021.230, 275.0032, 58.6170425,  4.21557     ,  0.00095     , 31, 94, 1281, 219, 1625
57492.828, 275.0014, 58.6164780,  4.21543     ,  0.00084     , 31, 125, 1281, 328, 1765
57988.945, 275.0013, 58.6169281,  4.21530     ,  0.00090     , 47, 422, 1266, 218, 1953
58482.973, 275.0013, 58.6170425,  4.21518     ,  0.00082     , 63, 125, 1281, 234, 1703
58999.426, 274.9996, 58.6168175,  4.21507     ,  0.00107     , 62, 422, 1266, 281, 2031
59501.055, 275.0000, 58.6162491,  4.21494     ,  0.00091     , 110, 78, 1281, 312, 1781
59995.086, 275.0021, 58.6156845,  4.21482     ,  0.00096     , 109, 313, 1281, 313, 2016
60382.285, 275.0003, 58.6169281,  4.21476     ,  0.00100     , 78, 78, 1281, 281, 1718
60854.645, 274.9995, 58.6145477,  4.21463     ,  0.00105     , 46, 188, 1266, 265, 1765
61349.813, 275.0003, 58.6164780,  4.21454     ,  0.00085     , 32, 250, 1281, 312, 1875
61843.266, 275.0002, 58.6159096,  4.21439     ,  0.00090     , 79, 390, 1281, 313, 2063
62381.586, 275.0012, 58.6154556,  4.21428     ,  0.00096     , 32, 390, 1282, 234, 1938
62766.125, 275.0002, 58.6150055,  4.21419     ,  0.00092     , 140, 94, 1266, 250, 1750
63240.008, 275.0002, 58.6157951,  4.21408     ,  0.00096     , 47, 281, -58734, 203, -58203
63784.785, 274.9992, 58.6163635,  4.21397     ,  0.00093     , 31, 94, 1250, 235, 1610
64257.137, 275.0012, 58.6136398,  4.21385     ,  0.00096     , 31, 172, 1250, 312, 1765
64730.258, 274.9998, 58.6152306,  4.21377     ,  0.00104     , 63, 125, 1265, 250, 1703
65224.477, 274.9994, 58.6148872,  4.21364     ,  0.00089     , 32, 93, 1250, 266, 1641
65696.453, 275.0000, 58.6135292,  4.21356     ,  0.00101     , 47, 125, 1266, 297, 1735
66191.234, 274.9995, 58.6146622,  4.21343     ,  0.00098     , 62, 406, 1235, 266, 1984
66693.625, 275.0006, 58.6144333,  4.21334     ,  0.00097     , 31, 78, 1250, 297, 1656
67187.844, 275.0019, 58.6159096,  4.21324     ,  0.00086     , 31, 78, 1250, 250, 1609
67659.063, 275.0005, 58.6144333,  4.21310     ,  0.00100     , 62, 63, 1266, 265, 1656
68132.375, 275.0182, 58.6142082,  4.21305     ,  0.00098     , 47, 235, 1281, 234, 1797
68495.430, 275.0118, 58.6138687,  4.21294     ,  0.00097     , 32, 328, 1265, 250, 1875
68989.648, 275.0070, 58.6137543,  4.21285     ,  0.00094     , 31, 78, 1282, 328, 1719
69483.672, 275.0009, 58.6124268,  4.21273     ,  0.00090     , 32, 422, 1281, 265, 2000
70000.516, 274.9952, 58.6115189,  4.21266     ,  0.00096     , 47, 78, 1282, 234, 1641
70471.164, 274.9948, 58.6114082,  4.21253     ,  0.00096     , 31, 203, -58718, 203, -58281
70972.984, 274.9930, 58.6114082,  4.21243     ,  0.00092     , 32, 172, 1281, 406, 1891
71466.250, 274.9945, 58.6124268,  4.21234     ,  0.00093     , 62, 375, 1328, 344, 2109
71844.328, 274.9966, 58.6100502,  4.21223     ,  0.00108     , 78, 360, 1281, 312, 2031
72367.438, 274.9983, 58.6120872,  4.21215     ,  0.00098     , 47, 406, 1281, 282, 2016
72881.992, 274.9993, 58.6125412,  4.21207     ,  0.00100     , 31, 78, 1281, 281, 1671
73376.781, 275.0009, 58.6114082,  4.21195     ,  0.00103     , 32, 78, 1281, 312, 1703
